date,hour,day_of_week,month,is_weekend,is_holiday,season,temperature,rainfall,weather,promotion,local_event,previous_hour_customers,previous_day_customers,predicted_customers,actual_customers,walk_in_customers,online_reservations,takeaway_orders,delivery_orders,average_order_value,total_sales,kitchen_load,table_utilization,chef_count,waiter_count,cashier_count,cleaner_count,ingredient_chicken_kg,ingredient_rice_kg,ingredient_oil_l,ingredient_onion_kg,ingredient_tomato_kg,ingredient_cheese_kg,ingredient_milk_l,inventory_cost,supplier_delay_days,food_wastage_kg,customer_satisfaction,created_at,hour_sin,hour_cos,day_sin,day_cos,rolling_average_customers,moving_average_sales,customer_growth_rate,inventory_utilization,staff_efficiency,sales_per_customer
2024-08-20 00:00:00,22,1,8,False,False,Summer,30.3,7.48,Cloudy,False,,93,1565,5,8,1,2,2,3,367.96,2939.24,0.089,0.073,1,2,1,1,0.78,0.79,0.08,0.38,0.21,0.23,0.21,19.0,0.4,1.15,4.05,2024-08-20 22:00:00,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,54.92,20621.83,-0.914,2.0,1.6,367.4
2024-08-20 00:00:00,23,1,8,False,False,Summer,30.5,2.25,Cloudy,False,,8,1565,9,6,2,1,1,2,474.14,2820.71,0.055,0.055,1,2,1,1,0.62,0.41,0.06,0.2,0.22,0.12,0.14,13.72,3.4,1.96,4.42,2024-08-20 23:00:00,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,54.25,20414.48,-0.25,2.0,1.2,470.12
2024-08-21 00:00:00,0,2,8,False,False,Summer,27.0,4.55,Cloudy,False,,6,1302,7,12,5,2,2,3,413.51,5320.07,0.121,0.105,1,2,1,1,1.3,1.28,0.1,0.48,0.43,0.29,0.21,29.73,0.8,1.42,4.16,2024-08-21 00:00:00,0.0,1.0,0.9749279121818236,-0.22252093395631434,54.08,20412.6,1.0,2.0,2.4,443.34
2024-08-21 00:00:00,1,2,8,False,False,Summer,30.6,3.38,Cloudy,False,Corporate Conference,12,1302,11,10,3,2,2,3,423.28,3915.81,0.101,0.071,1,2,1,1,1.03,0.74,0.09,0.38,0.41,0.28,0.2,23.57,3.1,2.38,4.12,2024-08-21 01:00:00,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,54.29,20487.39,-0.1667,2.0,2.0,391.58
2024-08-21 00:00:00,2,2,8,False,False,Summer,32.1,2.27,Cloudy,False,,10,1302,39,33,12,5,7,9,511.51,15694.68,0.362,0.261,1,2,1,1,4.48,3.31,0.49,1.51,1.43,1.24,0.7,102.32,0.1,2.6,4.05,2024-08-21 02:00:00,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,55.04,20859.1,2.3,2.0,6.6,475.6
2024-08-21 00:00:00,3,2,8,False,False,Summer,28.7,0.55,Cloudy,False,,33,1302,24,32,12,5,7,8,309.61,9903.95,0.304,0.25,1,2,1,1,2.8,2.94,0.45,1.54,1.1,0.84,0.65,71.37,0.5,1.24,4.28,2024-08-21 03:00:00,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,55.04,20602.07,-0.0303,2.0,6.4,309.5
2024-08-21 00:00:00,4,2,8,False,False,Summer,28.7,0.8,Cloudy,False,,32,1302,31,25,10,4,5,6,323.71,8696.33,0.284,0.222,1,2,1,1,2.85,2.08,0.35,1.06,0.79,0.75,0.44,65.05,1.8,2.18,4.12,2024-08-21 04:00:00,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,55.42,20665.54,-0.2188,2.0,5.0,347.85
2024-08-21 00:00:00,5,2,8,False,False,Summer,33.5,6.69,Cloudy,True,,25,1302,47,37,7,7,9,14,503.18,18316.21,0.419,0.316,2,3,1,1,4.86,2.67,0.46,1.44,0.97,1.41,0.95,106.81,2.2,1.59,3.79,2024-08-21 05:00:00,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,55.79,21087.54,0.48,2.0,5.2857,495.03
2024-08-21 00:00:00,6,2,8,False,False,Summer,31.0,0.28,Sunny,False,,37,1302,14,17,6,3,4,4,461.53,7950.88,0.158,0.129,1,2,1,1,1.86,1.78,0.17,0.68,0.73,0.46,0.48,44.07,2.4,2.04,3.97,2024-08-21 06:00:00,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,56.29,21309.67,-0.5405,2.0,3.4,467.7
2024-08-21 00:00:00,7,2,8,False,False,Summer,33.1,1.62,Sunny,False,,17,1302,59,47,20,8,10,9,338.3,16257.7,0.462,0.393,2,3,1,1,5.18,5.15,0.61,2.04,2.01,1.3,0.93,123.7,0.8,3.15,3.75,2024-08-21 07:00:00,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,56.12,21180.72,1.7647,2.0,6.7143,345.91
2024-08-21 00:00:00,8,2,8,False,False,Summer,33.4,1.77,Sunny,False,,47,1302,73,63,26,11,13,13,448.28,28908.92,0.585,0.562,2,4,2,1,8.66,5.91,0.59,2.67,2.06,2.16,1.89,190.04,2.4,2.15,3.72,2024-08-21 08:00:00,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,55.88,20984.85,0.3404,2.0,7.0,458.87
2024-08-21 00:00:00,9,2,8,False,False,Summer,32.8,1.16,Cloudy,False,,63,1302,75,69,26,14,13,16,328.06,22266.45,0.719,0.58,2,4,2,1,6.56,7.45,0.84,3.77,3.3,1.93,1.27,167.14,1.2,1.61,3.92,2024-08-21 09:00:00,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,56.67,21251.52,0.0952,2.0,7.6667,322.7
2024-08-21 00:00:00,10,2,8,False,False,Summer,35.8,3.79,Humid,False,,69,1302,62,70,32,10,13,15,315.69,20827.91,0.757,0.635,2,4,2,1,5.71,6.43,0.58,3.66,1.85,1.92,1.45,145.0,1.1,1.89,4.2,2024-08-21 10:00:00,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,56.54,20900.46,0.0145,2.0,7.7778,297.54
2024-08-21 00:00:00,11,2,8,False,False,Summer,32.8,3.71,Cloudy,False,,70,1302,94,89,37,14,15,23,416.98,39501.36,1.0,0.655,3,5,2,2,10.55,6.43,1.3,5.31,2.29,3.48,1.69,244.08,1.6,1.68,3.83,2024-08-21 11:00:00,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,56.29,21272.49,0.2714,2.0,7.4167,443.84
2024-08-21 00:00:00,12,2,8,False,False,Summer,37.4,4.07,Humid,False,,89,1302,104,103,47,16,21,19,282.53,31173.23,0.942,0.74,3,6,2,2,10.47,10.49,0.89,5.96,3.15,2.16,2.42,245.96,2.1,1.06,3.73,2024-08-21 12:00:00,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,55.96,21140.35,0.1573,2.0,7.9231,302.65
2024-08-21 00:00:00,13,2,8,False,False,Summer,35.8,3.45,Humid,False,,103,1302,120,121,53,17,24,27,479.1,55255.0,1.0,0.98,4,7,3,2,12.6,11.8,1.67,4.73,3.69,3.77,2.86,304.73,0.1,1.77,3.84,2024-08-21 13:00:00,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,55.71,21520.37,0.1748,2.0,7.5625,456.65
2024-08-21 00:00:00,14,2,8,False,False,Summer,39.3,1.83,Humid,False,,121,1302,84,95,38,18,20,19,425.59,42392.98,0.927,0.779,3,6,2,2,10.99,9.4,1.35,4.26,3.22,3.51,2.03,262.02,4.0,2.47,3.9,2024-08-21 14:00:00,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,56.12,22021.69,-0.2149,2.0,7.3077,446.24
2024-08-21 00:00:00,15,2,8,False,False,Summer,34.4,0.81,Humid,False,,95,1302,48,46,20,7,8,11,291.57,13001.35,0.496,0.394,2,3,1,1,4.91,3.15,0.38,1.72,1.25,1.83,0.79,112.03,2.0,1.86,4.04,2024-08-21 15:00:00,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,55.96,21803.75,-0.5158,2.0,6.5714,282.64
2024-08-21 00:00:00,16,2,8,False,False,Summer,33.0,5.93,Cloudy,False,,46,1302,43,40,8,8,12,12,420.05,16464.47,0.415,0.312,2,3,1,1,3.85,2.44,0.44,2.25,1.8,1.53,1.0,95.59,0.1,0.73,4.1,2024-08-21 16:00:00,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,55.5,21776.6,-0.1304,2.0,5.7143,411.61
2024-08-21 00:00:00,17,2,8,False,False,Summer,31.5,3.26,Cloudy,False,,40,1302,37,40,15,8,8,9,475.79,19397.23,0.457,0.316,2,3,1,1,3.67,3.92,0.36,1.47,1.13,1.55,0.88,92.81,2.2,1.67,3.98,2024-08-21 17:00:00,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,55.75,21985.95,0.0,2.0,5.7143,484.93
2024-08-21 00:00:00,18,2,8,False,False,Summer,32.4,3.94,Cloudy,True,,40,1302,113,109,48,16,22,23,538.53,59738.88,1.0,0.777,4,7,2,2,12.62,7.17,1.18,4.74,5.12,3.42,2.53,284.73,0.5,1.86,3.94,2024-08-21 18:00:00,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,57.62,23535.78,1.725,2.0,7.2667,548.06
2024-08-21 00:00:00,19,2,8,False,False,Summer,30.8,1.77,Sunny,False,,109,1302,127,122,49,22,22,29,444.95,51958.78,1.0,0.98,4,7,3,2,10.93,9.28,1.61,6.24,4.69,3.16,2.79,271.75,5.7,1.85,4.05,2024-08-21 19:00:00,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,58.54,24501.85,0.1193,2.0,7.625,425.89
2024-08-21 00:00:00,20,2,8,False,False,Summer,32.6,6.1,Cloudy,False,,122,1302,133,122,25,24,33,40,306.0,36825.37,1.0,0.98,4,7,3,2,14.81,8.18,1.18,6.21,3.61,2.97,3.07,318.33,1.6,2.84,3.8,2024-08-21 20:00:00,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,58.71,24111.92,0.0,2.0,7.625,301.85
2024-08-21 00:00:00,21,2,8,False,False,Summer,29.7,4.38,Cloudy,False,,122,1302,93,95,41,13,16,25,376.42,32934.64,0.948,0.76,3,6,2,2,11.64,6.13,1.05,5.59,4.46,3.26,2.82,265.28,0.1,0.78,3.77,2024-08-21 21:00:00,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,58.79,23435.92,-0.2213,2.0,7.3077,346.68
2024-08-21 00:00:00,22,2,8,False,False,Summer,29.4,2.56,Cloudy,False,,95,1302,11,14,5,2,2,5,413.83,5420.17,0.133,0.126,1,2,1,1,1.81,1.24,0.13,0.83,0.53,0.35,0.26,39.25,0.2,1.74,4.11,2024-08-21 22:00:00,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,59.04,23539.3,-0.8526,2.0,2.8,387.16
2024-08-21 00:00:00,23,2,8,False,False,Summer,29.9,0.18,Sunny,False,,14,1302,5,14,6,2,3,3,332.11,4598.73,0.16,0.1,1,2,1,1,1.36,1.21,0.16,0.59,0.41,0.45,0.33,33.08,0.7,1.8,4.3,2024-08-21 23:00:00,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,59.38,23613.38,0.0,2.0,2.8,328.48
2024-08-22 00:00:00,0,3,8,False,False,Summer,27.4,3.68,Cloudy,False,,14,1425,23,20,8,3,3,6,446.97,9457.29,0.217,0.153,1,2,1,1,1.73,1.85,0.17,0.93,0.94,0.55,0.36,43.59,1.4,1.35,4.19,2024-08-22 00:00:00,0.0,1.0,0.43388373911755823,-0.900968867902419,59.71,23785.76,0.4286,2.0,4.0,472.86
2024-08-22 00:00:00,1,3,8,False,False,Summer,30.9,1.24,Cloudy,False,,20,1425,30,21,8,4,4,5,421.23,8671.08,0.224,0.172,1,2,1,1,2.57,1.68,0.18,0.85,0.96,0.67,0.46,57.05,1.3,2.99,4.04,2024-08-22 01:00:00,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,60.17,23983.9,0.05,2.0,4.2,412.91
2024-08-22 00:00:00,2,3,8,False,False,Summer,27.8,0.63,Sunny,True,,21,1425,21,17,6,2,4,5,380.14,6346.04,0.173,0.155,1,2,1,1,1.37,1.48,0.22,0.79,0.7,0.52,0.31,36.36,0.1,2.04,4.21,2024-08-22 02:00:00,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,59.5,23594.37,-0.1905,2.0,3.4,373.3
2024-08-22 00:00:00,3,3,8,False,False,Summer,29.6,0.31,Cloudy,False,,17,1425,5,5,2,0,0,3,331.58,1587.42,0.051,0.044,1,2,1,1,0.59,0.42,0.05,0.27,0.23,0.18,0.15,13.86,0.5,1.18,4.24,2024-08-22 03:00:00,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,58.38,23247.85,-0.7059,2.0,1.0,317.48
2024-08-22 00:00:00,4,3,8,False,False,Summer,30.1,1.16,Sunny,False,,5,1425,27,32,13,5,6,8,464.79,15434.25,0.329,0.234,1,2,1,1,3.44,3.12,0.36,1.27,1.18,0.94,0.57,80.57,0.5,0.61,4.09,2024-08-22 04:00:00,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,58.67,23528.6,5.4,2.0,6.4,482.32
2024-08-22 00:00:00,5,3,8,False,False,Summer,29.1,1.04,Sunny,False,,32,1425,31,28,11,4,5,8,334.54,10054.51,0.317,0.226,1,2,1,1,3.91,2.39,0.24,1.52,1.13,0.6,0.63,81.89,1.3,1.84,3.93,2024-08-22 05:00:00,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,58.29,23184.36,-0.125,2.0,5.6,359.09
2024-08-22 00:00:00,6,3,8,False,False,Summer,31.6,1.44,Sunny,False,,28,1425,20,24,9,4,5,6,371.3,8199.41,0.216,0.212,1,2,1,1,3.08,2.31,0.21,1.17,0.61,0.59,0.45,66.04,4.7,0.52,4.03,2024-08-22 06:00:00,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,58.58,23194.72,-0.1429,2.0,4.8,341.64
2024-08-22 00:00:00,7,3,8,False,False,Summer,32.7,4.31,Cloudy,False,,24,1425,44,45,20,7,9,9,332.61,15995.35,0.477,0.408,2,3,1,1,5.31,3.97,0.5,1.59,1.34,1.49,0.99,119.97,0.3,2.42,4.36,2024-08-22 07:00:00,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,58.5,23183.78,0.875,2.0,6.4286,355.45
2024-08-22 00:00:00,8,3,8,False,False,Summer,32.5,3.46,Cloudy,True,,45,1425,82,76,32,11,16,17,434.43,34612.25,0.818,0.682,3,5,2,1,7.46,5.8,0.77,4.25,2.82,2.98,1.89,185.49,1.1,2.19,3.66,2024-08-22 08:00:00,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,59.04,23421.42,0.6889,2.0,6.9091,455.42
2024-08-22 00:00:00,9,3,8,False,False,Summer,34.8,2.28,Humid,True,,76,1425,100,93,37,19,18,19,403.69,37494.99,0.971,0.733,3,6,2,2,11.07,6.38,1.28,4.63,4.05,3.61,2.52,258.89,1.2,2.08,3.71,2024-08-22 09:00:00,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,60.04,24055.95,0.2237,2.0,7.1538,403.17
2024-08-22 00:00:00,10,3,8,False,False,Summer,35.7,1.41,Humid,True,,93,1425,96,99,42,18,17,22,464.78,49474.91,0.927,0.882,3,6,2,2,10.58,7.12,0.84,5.32,4.53,3.28,1.62,244.83,0.1,2.3,4.07,2024-08-22 10:00:00,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,61.25,25249.57,0.0645,2.0,7.6154,499.75
2024-08-22 00:00:00,11,3,8,False,False,Summer,36.5,1.73,Humid,False,,99,1425,76,79,32,12,14,21,441.07,32766.59,0.878,0.688,3,5,2,1,6.86,8.47,1.17,2.5,1.98,3.08,1.29,182.1,0.4,0.82,3.7,2024-08-22 11:00:00,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,60.83,24968.96,-0.202,2.0,7.1818,414.77
2024-08-22 00:00:00,12,3,8,False,False,Summer,37.1,5.46,Humid,False,,79,1425,101,95,20,23,26,26,494.96,49799.35,1.0,0.863,3,6,2,2,10.8,6.0,0.97,3.88,3.57,2.13,2.19,234.12,0.4,1.44,3.78,2024-08-22 12:00:00,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,60.5,25745.04,0.2025,2.0,7.3077,524.2
2024-08-22 00:00:00,13,3,8,False,False,Summer,35.9,6.5,Humid,True,,95,1425,129,123,28,27,36,32,376.71,46107.25,1.0,0.98,4,7,3,2,12.78,9.53,1.71,5.19,3.48,2.94,3.14,295.97,6.0,1.11,3.69,2024-08-22 13:00:00,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,60.58,25363.89,0.2947,2.0,7.6875,374.86
2024-08-22 00:00:00,14,3,8,False,False,Summer,39.0,2.12,Humid,False,,123,1425,92,89,33,18,18,20,511.28,44618.56,1.0,0.643,3,5,2,2,10.51,7.85,0.93,3.88,3.22,2.26,1.79,233.41,3.4,1.63,3.7,2024-08-22 14:00:00,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,60.33,25456.62,-0.2764,2.0,7.4167,501.33
2024-08-22 00:00:00,15,3,8,False,False,Summer,35.1,14.6,Rainy,False,,89,1425,47,42,9,10,12,11,392.17,16841.23,0.436,0.318,2,3,1,1,3.7,2.56,0.51,2.14,1.29,1.01,1.06,89.12,3.1,1.45,4.06,2024-08-22 15:00:00,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,60.17,25616.61,-0.5281,2.0,6.0,400.98
2024-08-22 00:00:00,16,3,8,False,False,Summer,32.6,0.71,Sunny,True,,42,1425,82,70,28,11,15,16,380.58,26225.73,0.646,0.582,2,4,2,1,6.9,6.24,0.63,3.24,3.01,2.1,1.58,166.91,0.2,1.14,3.77,2024-08-22 16:00:00,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,61.42,26023.33,0.6667,2.0,7.7778,374.65
2024-08-22 00:00:00,17,3,8,False,False,Summer,28.6,4.19,Cloudy,False,,70,1425,51,47,19,8,10,10,464.49,22367.39,0.504,0.345,2,3,1,1,3.76,3.61,0.53,1.99,1.48,1.75,1.41,100.91,1.3,1.06,3.94,2024-08-22 17:00:00,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,61.71,26147.09,-0.3286,2.0,6.7143,475.9
2024-08-22 00:00:00,18,3,8,False,False,Summer,31.2,1.29,Sunny,False,,47,1425,100,100,45,14,20,21,311.45,28799.54,0.905,0.763,3,6,2,2,8.96,7.0,1.5,3.18,4.88,2.77,2.31,223.36,0.0,0.99,4.02,2024-08-22 18:00:00,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,61.33,24857.95,1.1277,2.0,7.6923,288.0
2024-08-22 00:00:00,19,3,8,False,False,Summer,32.7,2.2,Cloudy,False,,100,1425,118,128,57,21,23,27,315.55,41420.38,1.0,0.959,4,8,3,2,13.58,8.96,1.72,5.6,3.28,3.85,2.32,310.7,6.0,0.69,3.87,2024-08-22 19:00:00,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,61.58,24418.85,0.28,2.0,7.5294,323.6
2024-08-22 00:00:00,20,3,8,False,False,Summer,26.3,2.24,Cloudy,False,,128,1425,117,120,51,19,20,30,293.39,37191.32,1.0,0.935,4,7,2,2,13.0,12.26,1.08,6.69,5.82,4.69,2.34,319.55,1.5,1.08,4.2,2024-08-22 20:00:00,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,61.5,24434.1,-0.0625,2.0,8.0,309.93
2024-08-22 00:00:00,21,3,8,False,False,Summer,31.0,0.97,Sunny,False,,120,1425,87,87,35,17,18,17,353.91,28596.45,0.82,0.656,3,5,2,2,8.78,5.38,0.72,5.0,4.12,2.98,2.25,209.62,0.1,1.06,3.84,2024-08-22 21:00:00,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,61.17,24253.34,-0.275,2.0,7.25,328.69
2024-08-22 00:00:00,22,3,8,False,False,Summer,30.3,10.32,Rainy,False,,87,1425,11,9,2,2,2,3,361.71,3413.55,0.098,0.08,1,2,1,1,0.98,0.99,0.07,0.3,0.33,0.31,0.14,22.97,2.7,1.73,4.19,2024-08-22 22:00:00,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,60.96,24169.73,-0.8966,2.0,1.8,379.28
2024-08-22 00:00:00,23,3,8,False,False,Summer,29.8,0.4,Cloudy,False,,9,1425,7,5,2,0,1,2,336.95,1788.7,0.051,0.04,1,2,1,1,0.56,0.43,0.06,0.17,0.23,0.13,0.09,12.73,0.2,1.13,4.38,2024-08-22 23:00:00,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,60.58,24052.65,-0.4444,2.0,1.0,357.74
2024-08-23 00:00:00,0,4,8,False,False,Summer,29.3,0.03,Sunny,False,,5,1454,26,22,9,3,4,6,491.81,10707.03,0.227,0.176,1,2,1,1,2.77,1.72,0.24,0.96,1.01,0.62,0.6,61.39,1.0,2.06,4.04,2024-08-23 00:00:00,0.0,1.0,-0.433883739117558,-0.9009688679024191,60.67,24104.72,3.4,2.0,4.4,486.68
2024-08-23 00:00:00,1,4,8,False,False,Summer,30.3,0.49,Sunny,False,,22,1454,10,5,2,0,1,2,361.81,1851.95,0.057,0.045,1,2,1,1,0.56,0.45,0.06,0.26,0.21,0.14,0.08,12.96,1.2,1.99,4.02,2024-08-23 01:00:00,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,60.0,23820.59,-0.7727,2.0,1.0,370.39
2024-08-23 00:00:00,2,4,8,False,False,Summer,29.0,1.01,Cloudy,False,,5,1454,9,22,8,3,4,7,362.15,7359.15,0.205,0.16,1,2,1,1,2.31,1.36,0.25,0.7,1.05,0.88,0.46,54.63,1.8,2.19,4.15,2024-08-23 02:00:00,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,60.21,23862.8,3.4,2.0,4.4,334.51
2024-08-23 00:00:00,3,4,8,False,False,Summer,26.5,0.98,Sunny,False,,22,1454,36,41,17,6,9,9,500.85,21122.05,0.43,0.345,2,3,1,1,3.46,3.15,0.51,1.49,1.03,1.26,0.83,86.42,0.3,1.9,4.07,2024-08-23 03:00:00,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,61.71,24676.75,0.8636,2.0,5.8571,515.17
2024-08-23 00:00:00,4,4,8,False,False,Summer,30.4,2.66,Cloudy,False,,41,1454,16,22,9,3,4,6,313.58,7158.29,0.206,0.186,1,2,1,1,2.0,2.27,0.27,0.76,0.67,0.65,0.63,50.97,0.8,2.2,4.27,2024-08-23 04:00:00,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,61.29,24331.91,-0.4634,2.0,4.4,325.38
2024-08-23 00:00:00,5,4,8,False,False,Summer,33.5,0.36,Cloudy,True,,22,1454,30,25,11,3,5,6,439.61,11546.09,0.283,0.229,1,2,1,1,2.15,2.45,0.36,1.06,1.21,0.95,0.62,59.14,2.9,2.14,4.03,2024-08-23 05:00:00,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,61.17,24394.06,0.1364,2.0,5.0,461.84
2024-08-23 00:00:00,6,4,8,False,False,Summer,32.9,2.85,Cloudy,False,,25,1454,8,7,3,1,1,2,362.3,2696.87,0.076,0.062,1,2,1,1,0.72,0.63,0.07,0.25,0.31,0.24,0.14,17.29,0.9,2.18,4.69,2024-08-23 06:00:00,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,60.46,24164.79,-0.72,2.0,1.4,385.27
2024-08-23 00:00:00,7,4,8,False,False,Summer,33.7,1.56,Cloudy,False,,7,1454,38,34,14,6,7,7,456.43,14614.95,0.357,0.266,1,2,1,1,3.32,3.15,0.33,1.34,0.88,0.84,0.77,77.89,1.2,1.43,4.18,2024-08-23 07:00:00,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,60.0,24107.27,3.8571,2.0,6.8,429.85
2024-08-23 00:00:00,8,4,8,False,False,Summer,33.0,0.8,Cloudy,False,,34,1454,60,63,28,11,12,12,398.13,25894.31,0.588,0.512,2,4,2,1,6.78,5.68,0.76,2.13,3.1,1.72,1.88,161.15,2.0,2.34,3.67,2024-08-23 08:00:00,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,59.46,23744.03,0.8529,2.0,7.0,411.02
2024-08-23 00:00:00,9,4,8,False,False,Summer,34.1,1.38,Humid,False,,63,1454,61,68,30,11,15,12,309.52,21153.28,0.665,0.584,2,4,2,1,6.03,6.17,0.82,2.72,2.14,2.52,1.99,157.71,1.4,0.68,3.85,2024-08-23 09:00:00,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,58.42,23063.12,0.0794,2.0,7.5556,311.08
2024-08-23 00:00:00,10,4,8,False,False,Summer,35.3,5.77,Humid,False,,68,1454,64,55,11,11,17,16,324.94,17109.06,0.602,0.477,2,4,1,1,6.67,3.7,0.51,3.03,1.82,1.71,1.49,147.52,0.4,1.65,4.0,2024-08-23 10:00:00,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,56.58,21714.54,-0.1912,2.0,6.875,311.07
2024-08-23 00:00:00,11,4,8,False,False,Summer,31.9,0.81,Sunny,False,,55,1454,112,103,43,16,21,23,463.66,46174.43,1.0,0.769,3,6,2,2,11.21,9.22,0.9,3.77,2.74,3.78,2.16,259.88,2.7,1.4,3.63,2024-08-23 11:00:00,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,57.58,22273.2,0.8727,2.0,7.9231,448.3
2024-08-23 00:00:00,12,4,8,False,False,Summer,33.2,2.61,Cloudy,False,,103,1454,108,105,41,18,23,23,296.71,32025.6,0.99,0.803,3,6,2,2,9.02,7.12,1.25,6.1,4.41,3.05,3.1,231.68,0.3,1.07,3.78,2024-08-23 12:00:00,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,58.0,21532.63,0.0194,2.0,8.0769,305.01
2024-08-23 00:00:00,13,4,8,False,False,Summer,35.7,0.27,Humid,False,,105,1454,127,121,50,21,21,29,340.14,42912.41,1.0,0.98,4,7,3,2,14.05,8.07,1.08,7.0,5.95,3.7,2.89,317.96,0.6,2.05,3.6,2024-08-23 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,57.92,21399.51,0.1524,2.0,7.5625,354.65
2024-08-23 00:00:00,14,4,8,False,False,Summer,39.1,1.05,Humid,False,,121,1454,93,93,41,16,19,17,335.32,31312.98,0.851,0.667,3,6,2,2,11.47,9.24,0.83,5.44,2.63,2.64,1.67,254.99,0.1,1.38,3.77,2024-08-23 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,58.08,20845.11,-0.2314,2.0,7.1538,336.7
2024-08-23 00:00:00,15,4,8,False,False,Summer,33.0,0.58,Cloudy,False,Street Fair,93,1454,53,53,22,9,10,12,347.05,17783.82,0.553,0.414,2,3,1,1,6.88,3.82,0.64,2.78,2.64,2.02,1.31,155.9,3.5,0.59,4.11,2024-08-23 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,58.54,20884.39,-0.4301,2.0,7.5714,335.54
